mapped_to,repository
fire,https://github.com/google/python-fire
Firebird,https://github.com/GetmeUK/firebird-python
FIREcaller,https://github.com/cellular-genomics/python-FIREcaller
FireEye,https://github.com/0xJeremy/FireEye
firehose,https://github.com/fedora-static-analysis/firehose
fireTS,https://github.com/jxx123/fireTS
FireWorks,https://github.com/materialsproject/fireworks
fishbase,https://github.com/chinapnr/fishbase
fisher,http://github.com/brentp/fishers_exact_test
fit,https://github.com/rembish/fit
fitbit,https://github.com/orcasgit/python-fitbit
fitch,https://github.com/williamfzc/fitch
fitdist,https://github.com/erdogant/fitdist
fitlins,https://github.com/poldracklab/fitlins
fitted,https://github.com/otosense/fitted
Fiume,https://github.com/mattyonweb/fiume
five,http://github.com/lord63/five.py
fizz,https://github.com/leoffx/fizz
Flag,http://github.com/danielchatfield/flag
flaimapper,https://github.com/yhoogstrate/flaimapper
flair,https://github.com/flairNLP/flair
flame,https://github.com/phi-grib/flame
flan,https://github.com/bretlowery/flan
flapjack,https://github.com/endlessm/flapjack
flare,http://github.com/francisbautista/flare
Flask,https://github.com/pallets/flask
Flask-MQTT,https://github.com/MrLeeh/Flask-MQTT
Flask-SQLAlchemy,https://github.com/pallets/flask-sqlalchemy
flex,https://github.com/pipermerriam/flex
flextable,https://github.com/chris17453/flextable
flimview,https://github.com/Biophotonics-COMI/flimview
Flintrock,https://github.com/nchammas/flintrock
flirt,https://github.com/im-ethz/flirt
flo,https://github.com/deanmalmgren/flo
flock,https://github.com/misli/python-flock
flopy,https://github.com/modflowpy/flopy
Florence,https://github.com/romeric/florence
FLORIS,https://github.com/NREL/FLORIS
flow,https://github.com/riga/flow
FlowCal,https://github.com/taborlab/FlowCal
flowdec,https://github.com/hammerlab/flowdec
flower,https://github.com/mher/flower
FlowGrid,https://github.com/holab_hku/FlowGrid
FlowIO,https://github.com/whitews/flowio
FlowKit,https://github.com/whitews/flowkit
FlowMaster,https://github.com/pavelmaksimov/flowmaster
flows,http://github.com/mastro35/flows
FlowSom,https://github.com/Hatchin/FlowSOM
flowtracks,https://github.com/OpenPTV/postptv
FlowUtils,https://github.com/whitews/flowutils
flu,https://github.com/strongSoda/flu
Fluence,https://github.com/prajjwal1/fluence
fluent,https://github.com/projectfluent/python-fluent
FluentDNA,https://github.com/josiahseaman/FluentDNA
fluff,https://github.com/dstufft/fluff
fluopi,https://github.com/SynBioUC/FluoPi
flux,https://github.com/getslash/flux
FluxCapacitor,https://github.com/pypa/sampleproject
fmap,https://github.com/mbodenhamer/fmap
FMDR,https://github.com/strotic/fmdr
FMEA,https://github.com/ApratimR/FMEA
fmriprep,https://github.com/nipreps/fmriprep
fmt,https://github.com/damnever/fmt
fnc,https://github.com/dgilland/fnc
fnr,https://github.com/collincchoy/fnr
fns,https://github.com/amitness/fns
focal,https://github.com/i2mint/focal
FOFA,https://github.com/fofa-dev/FofaSDK-python
fog,http://github.com/Yomguithereal/fog
Fold,https://github.com/pvial00/Fold
Folders,https://github.com/SinaKhalili/Folders.py
FoLiA,https://github.com/proycon/foliapy
folium,https://github.com/python-visualization/folium
fooof,https://github.com/fooof-tools/fooof
foot,https://github.com/cakinney/foot
footprint,https://github.com/laughk/footprint
fora,https://github.com/oddlama/fora
forcats,https://github.com/machow/forcats-py
FORD,https://github.com/Fortran-FOSS-Programmers/ford
forecast,https://github.com/BlackPoint-CX/forecast
forester,https://github.com/chr1st1ank/forester
form,https://github.com/eaybek/form
format,https://github.com/shaded-enmity/format
formats,https://github.com/redodo/formats
formula,https://github.com/hozblok/formula
Fortuna,https://github.com/BrokenShell/Fortuna
FortyTwo,https://github.com/1m0r74l17y/FortyTwo
forward,https://github.com/legaultmarc/forward
Foundations,https://github.com/KelSolaar/Foundations
foursquare,http://github.com/mLewisLogic/foursquare
fplanck,https://github.com/johnaparker/fplanck
fpp,https://github.com/faineance/fpp
fqfa,https://github.com/CountESS-Project/fqfa
fr,https://github.com/mixmastamyk/fr
fractal,https://github.com/ChenL1994/fractal
Fraction,https://github.com/bradley101/fraction
fragment,https://github.com/zweifisch/fragment
fragments,https://github.com/glyphobet/fragments
frames,https://github.com/gsamokovarov/frames.py
franklin,https://github.com/canismarko/franklin
franz,https://github.com/eshares/franz
frappe,https://github.com/grafos-ml/frappe
FRB,https://github.com/avelkoski/FRB
frc,https://github.com/tmtenbrink/frc
fred,https://github.com/zachwill/fred
freenrgworkflows,https://github.com/michellab/freenrgworkflows
freq,https://github.com/DanielJDufour/freq
freud,https://github.com/stloma/freud
friendly,https://github.com/friendly-traceback/friendly
fruitfly,https://github.com/derpston/fruitfly
fs,https://github.com/PyFilesystem/pyfilesystem2
fs2,https://github.com/pythonwood/fs2
fslutils,http://github.com/matthew-brett/fslutils
fso,http://github.com/metagriffin/fso
fstream,https://github.com/33TU/fstream
fsva,https://github.com/m-kru/fsva
ftz,http://github.com/rmcgibbo/ftz
FUCHS,https://github.com/dieterich-lab/FUCHS
fugue,http://github.com/fugue-project/fugue
funannotate,https://github.com/nextgenusfs/funannotate
funcat,https://github.com/cedricporter/funcat
funcgen,https://github.com/ConradBailey/funcgen
Funct,https://github.com/lauriat/funct
functions,https://github.com/creese/functions
funcy,http://github.com/Suor/funcy
Funk,https://github.com/mwilliamson/funk
Funnel,http://github.com/spoqa/funnel
funniest,http://github.com/storborg/funniest
furious,http://github.com/Workiva/furious
furniture,https://github.com/stenson/furniture
Fuzzy,https://github.com/yougov/Fuzzy
fuzzyjoin,https://github.com/chancyk/fuzzyjoin
fuzzysearch,https://github.com/taleinat/fuzzysearch
fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy
fwdpy11,https://github.com/molpopgen/fwdpy11
fw-heudiconv,https://github.com/PennBBL/fw_heudiconv
fwrite,https://github.com/pdrb/fwrite
fz,https://github.com/llllllllll/_
g2p,https://github.com/roedoejet/g2p
G2S,https://github.com/GAIA-UNIL/G2S
ga,https://github.com/mdscruggs/ga
ga4gh,https://github.com/ga4gh/server
gada,https://github.com/gadalang/gada
gadwall,https://github.com/tebeka/gadwall
gaga,https://github.com/awon8465/gaga
gaggle,https://github.com/steinnes/gaggle
gaia,https://github.com/prismofeverything/gaia
GaitAnalysisToolKit,http://github.com/csu-hmc/GaitAnalysisToolKit
GAKTpore,https://github.com/gts4/GAKTpore
gal,https://github.com/ZJU-DistributedAI/GalaxyLearning
galaxy-lib,https://github.com/galaxyproject/galaxy-lib
Galaxy-ML,https://github.com/goeckslab/Galaxy-ML
galgo,https://github.com/m1m0r1/galgo
galore,https://github.com/SMTG-UCL/galore
gam,https://github.com/capitalone/global-attribution-mapping
GAML,https://github.com/orlandoacevedo/GAML
gamma,https://github.com/computron/mqm
gap,https://github.com/czervenka/gap
gapfill,https://github.com/mkjung99/gapfill
gappy,https://github.com/GapAPy/Gappy
gap-stat,https://github.com/milesgranger/gap_statistic
Gask,https://github.com/RyanVanDijck/Gask
gat,https://github.com/AndreasHeger/gat
Gates,http://github.com/junery/gates
gatool,https://github.com/lamerman/gatool
gauge,https://github.com/what-studio/gauge
Gavagai,https://github.com/dewe/gavagai-python
GAWS,https://github.com/JustDevZero/GAWS
gb,https://github.com/supakeen/gb
gbasis,https://github.com/theochem/gbasis
gbif,http://github.com/matagus/python-gbif
gbm,https://github.com/ahnitz/gbm
gbmplus,https://github.com/markzuckerbergas/gbmplus-api-python
gbseqextractor,https://github.com/linzhi2013/gbseqextractor
gca,https://github.com/G-Node/GCA-Python
gce,https://github.com/rene-d/gce
gcg,https://github.com/nokia/git-changelog-generator
gcl,https://github.com/rix0rrr/gcl
gcloud,https://github.com/GoogleCloudPlatform/gcloud-python
gcluster,http://github.com/lucifer1004/gcluster
gcm,https://github.com/vilisov/gcm
gcMapExplorer,https://github.com/rjdkmr/gcMapExplorer
GCR,https://github.com/yymao/generic-catalog-reader
gdal2tiles,https://github.com/tehamalab/gdal2tiles
gdist,https://github.com/the-virtual-brain/external_geodesic_library
gdistance,https://github.com/robertohuru/gdistance
gdsCAD,https://github.com/hohlraum/gdsCAD
ge,https://github.com/thorwhalen/ut
Gears,https://github.com/gears/gears
Gecko,https://github.com/exosite/gecko
gedit,https://github.com/colyk/gedit
gee,http://github.com/rgscherf/gee
geemap,https://github.com/giswqs/geemap
geiger,https://github.com/iandellarocca/geiger
gem,https://github.com/explosiveduck/pyGameMath
GEMA,https://github.com/ufvceiec/GEMA
GEMEditor,https://github.com/JuBra/GEMEditor
gemmr,https://github.com/murraylab/gemmr
gems,https://github.com/bprinty/gems
gemstone,https://github.com/vladcalin/gemstone
gen,http://github.com/pfmoore/gen
genalg,https://github.com/joeylmaalouf/genetic-algorithm-package
GenAPI,https://github.com/genialis/genesis-genapi
gender,https://github.com/eeghor/gender
gender-guesser,https://github.com/lead-ratings/gender-guesser
Genderize,https://github.com/SteelPangolin/genderize
GENDIS,https://github.com/IBCNServices/GENDIS
GenDoc,https://github.com/http-samc/GenDoc
gene,https://github.com/pipname/gene
gene-graph-lib,https://github.com/DNKonanov/gene_graph_lib
genemunge,http://github.com/unlearnai/genemunge
genepy,https://github.com/amstuta/genetic.py
general,https://github.com/lhrkkk/general
generate,https://github.com/dghubble/replicator
generic,https://github.com/gaphor/generic
generics,https://github.com/proofit404/generics
genes,https://github.com/lbacik/genes
genesis,https://github.com/Otoru/Genesis
genetest,https://github.com/pgxcentre/genetest
genetic,https://github.com/grayfall/genetic
genetics,https://github.com/Marcnuth/genetics
genetools,https://github.com/maximz/genetools
geneview,https://github.com/ShujiaHuang/geneview
geng,https://github.com/guerbai/awesome-geng
GenGraph,https://github.com/jambler24/GenGraph
GenIce,https://github.com/vitroid/GenIce
genipe,https://github.com/pgxcentre/genipe
genius,https://github.com/duanhongyi/genius
genmod,http://github.com/moonso/genmod
genomediff,https://github.com/biosustain/genomediff-python
genomepy,https://github.com/vanheeringen-lab/genomepy
genometools,https://github.com/flo-compbio/genometools
genotype,https://github.com/Clinical-Genomics/genotype
genseq,https://github.com/ryanhiebert/genseq
Genshi,https://github.com/edgewall/genshi
GenTree,https://github.com/KeyWeeUsr/GenTree
Genx,https://github.com/ICExFS/GenX
geobr,https://github.com/ipeaGIT/geobr
geocell,http://github.com/kmertol/geocell
geocoder,https://github.com/DenisCarriere/geocoder
Geocoding,https://github.com/DeVilhena-Paulo/Geocoding
geoconvert,https://github.com/ManishSahu53/geoconvert
geodata,https://github.com/corb555/Geodata
geodesign,https://github.com/abiraihan/geodesigns
geodis,https://github.com/EverythingMe/geodis
geodist,https://github.com/dorhay/geodist
Geohash,https://github.com/vinsci/geohash
geojson,https://github.com/jazzband/geojson
geom,https://github.com/josiest/geom
geom3d,https://github.com/Cervi-Robotics/geom3d
Geometry,https://github.com/JnyJny/Geometry
geomstats,http://github.com/geomstats/geomstats
GEOparse,https://github.com/guma44/GEOparse
geopy,https://github.com/geopy/geopy
geoscale,https://github.com/giswqs/geoscale
geosearch,https://github.com/shansixiong/geosearch
GEOSLAM,https://github.com/The-Geology-Guy/GEOSLAM
geotiff,https://github.com/Open-Source-Agriculture/geotiff
gethub,http://github.com/scizzorz/gethub
GetIsolationSources,https://github.com/allista/GetIsolationSources
getit,https://github.com/ankitjain28may/getit
GetOldTweets3,https://github.com/Mottl/GetOldTweets3
gevent,https://github.com/gevent/gevent
gfa,https://github.com/VicenteYanez/GFA
gff3,https://github.com/hotdogee/gff3-py
gffutils,https://github.com/daler/gffutils
gfit,https://github.com/samthiele/gfit
gFlex,https://github.com/awickert/gFlex
gflow,https://github.com/AAFC-MBB/gflow
gg,https://github.com/peterbe/gg
GGA,https://github.com/nwithan8/Georgia-General-Assembly-API
gglasso,https://github.com/fabian-sp/GGLasso
ggplot,https://github.com/yhat/ggplot
ggseg,https://github.com/ggseg/python-ggseg
ggtools,https://github.com/lcx366/GGTOOLS
ghc,https://github.com/homoluctus/ghc
gid,https://github.com/kodemore/gid
gif,https://github.com/maxhumber/gif
gillespy2,https://github.com/StochSS/GillesPy2
gimlet,http://github.com/storborg/gimlet
gimmemotifs,https://github.com/simonvh/gimmemotifs
ginger,https://github.com/DistilledLtd/ginger
ginsim,https://github.com/GINsim/GINsim-python
giotto,https://github.com/priestc/giotto
giotto-tda,https://github.com/giotto-ai/giotto-tda
gist,https://github.com/kracekumar/gist
gitflow,http://github.com/htgoebel/gitflow
Gitools,https://github.com/AliRezaBeigy/Gitools
GitPython,https://github.com/gitpython-developers/GitPython
gitter,https://github.com/elifiner/gitter
Gladiator,https://github.com/laco/gladiator
glam,http://github.com/neilyio/figur
Glia,https://github.com/GliaHQ/Glia
glibc,https://github.com/zyga/python-glibc
glide,https://github.com/kmatarese/glide
glim,https://github.com/aacanakin/glim
glimmer,https://github.com/joshuasello/glimmer
Glint,https://github.com/mlowen/Glint
glm,https://github.com/NREL/glm
glmnet,https://github.com/civisanalytics/python-glmnet
glmpca,https://github.com/willtownes/glmpca-py
glmtree,https://github.com/ZebinYang/GLMTree
glo,https://github.com/andersroos/glo
GlobalData,https://github.com/fire17/GlobalData
globe,https://github.com/globelabs/globe-connect-python
glog,https://github.com/benley/python-glog
glove,https://github.com/JonathanRaiman/glove
glue,http://github.com/jorgebastida/glue
gluoncv,https://github.com/dmlc/gluon-cv
glycowork,https://github.com/BojarLab/glycowork
Glymur,https://github.com/quintusdias/glymur
glypy,https://github.com/mobiusklein/glypy
gmail,https://github.com/paulchakravarti/gmail-sender
GMDN,https://github.com/BollaBerg/GMDN
GML,https://github.com/Muhammad4hmed/Ghalat-Machine-Learning
GMM-Demux,https://github.com/CHPGenetics/GMM-demux
gmpy2,https://github.com/aleaxit/gmpy
gmqtt,https://github.com/wialon/gmqtt
gmr,https://github.com/AlexanderFabisch/gmr
gmx,https://github.com/kassonlab/gmxapi
GN,https://github.com/zhaofeng-shu33/Girvan-Newman
gnb,https://github.com/EndlessLethe/gene-network-builder
gne,https://github.com/GeneralNewsExtractor/GeneralNewsExtractor
gnomad,https://github.com/broadinstitute/gnomad_methods
gnomon,https://github.com/nuSTORM/gnomon
Gnosis,http://github.com/smokedice/Objectify
GNS,https://github.com/SuperKam91/gns
gnss,https://github.com/swift-nav/pygnss
gntools,https://github.com/geocom-gis/gntools
goatools,http://github.com/tanghaibao/goatools
GOcats,https://github.com/MoseleyBioinformaticsLab/GOcats
goenrich,https://github.com/jdrudolph/goenrich
GOES,https://github.com/joaohenry23/GOES
gogo,https://github.com/hvnsweeting/gogo
golang,https://github.com/menduo/golang
gold,https://github.com/caviler/gold
golden,https://github.com/terrosdesigns/golden
gon,https://github.com/lycantropos/gon
Goodreads,https://github.com/sefakilic/goodreads
GoogleAppEnginePipeline,https://github.com/GoogleCloudPlatform/appengine-pipelines
googlemaps,https://github.com/googlemaps/google-maps-services-python
GoogleMyMaps,https://github.com/nabehide/GoogleMyMaps
GoogleNews,https://github.com/Iceloof/GoogleNews
GoogleScholar,https://github.com/lbello/chalmers-web
googlesheets,http://github.com/pudo/googlesheets
googletrans,https://github.com/ssut/py-googletrans
Goose,https://github.com/steder/goose
gopca,https://github.com/flo-compbio/gopca
gopher,https://github.com/taxpon/gopher
gorilla,https://github.com/christophercrouzet/gorilla
goroutine,http://github.com/rokups/goroutine
gpf,https://github.com/geocom-gis/gpf
gpflow,https://github.com/GPflow/GPflow
GPGO,https://github.com/FNTwin/GPGO
gphoto2,https://github.com/jim-easterbrook/python-gphoto2
gpio,https://github.com/cloudformdesign/gpio
